지방청,관서,발생건수(2017년)
충남,충남서천경찰서,"1,298"
충남,충남금산경찰서,"1,134"
충남,충남청양경찰서,594
충남,충남태안경찰서,70
전북,전북전주완산경찰서,"9,438"
전북,전북전주덕진경찰서,"8,069"
전북,전북군산경찰서,"8,730"
전북,전북익산경찰서,"8,157"
전북,전북정읍경찰서,"2,844"
전북,전북남원경찰서,"2,294"
전북,전북김제경찰서,"2,307"
전북,전북완주경찰서,"1,810"
전북,전북고창경찰서,"1,458"
전북,전북부안경찰서,"1,431"
전북,전북임실경찰서,510
전북,전북순창경찰서,478
전북,전북진안경찰서,380
전북,전북장수경찰서,423
전북,전북무주경찰서,650
전남,전남목포경찰서,"9,875"
전남,전남여수경찰서,"9,211"
전남,전남순천경찰서,"8,619"
전남,전남나주경찰서,"2,803"
전남,전남광양경찰서,"4,220"
전남,전남고흥경찰서,"1,526"
전남,전남해남경찰서,"1,738"
전남,전남무안경찰서,"1,971"
전남,전남장흥경찰서,"1,171"
전남,전남보성경찰서,882
전남,전남영광경찰서,"1,419"
전남,전남화순경찰서,"1,172"
전남,전남함평경찰서,671
전남,전남영암경찰서,"1,691"
전남,전남장성경찰서,"1,088"
전남,전남강진경찰서,905
전남,전남담양경찰서,"1,101"
전남,전남곡성경찰서,719
전남,전남완도경찰서,"1,521"
전남,전남진도경찰서,934
전남,전남구례경찰서,655
경북,경북경주경찰서,"8,314"
경북,경북포항북부경찰서,"8,734"
경북,경북포항남부경찰서,"8,074"
경북,경북구미경찰서,"15,321"
경북,경북경산경찰서,"7,062"
경북,경북안동경찰서,"4,741"
경북,경북김천경찰서,"3,780"
경북,경북영주경찰서,"2,522"
경북,경북영천경찰서,"2,906"
경북,경북상주경찰서,"2,312"
경북,경북문경경찰서,"1,879"
경북,경북칠곡경찰서,"4,686"
경북,경북의성경찰서,"1,054"
경북,경북청도경찰서,"1,125"
경북,경북영덕경찰서,"1,363"
경북,경북울진경찰서,"1,417"
경북,경북봉화경찰서,499
경북,경북예천경찰서,713
경북,경북성주경찰서,"1,197"
경북,경북청송경찰서,590
경북,경북영양경찰서,363
경북,경북군위경찰서,471
경북,경북고령경찰서,729
경북,경북울릉경찰서,209
경남,경남창원중부경찰서,"8,787"
경남,경남창원서부경찰서,"6,555"
경남,경남마산중부경찰서,"4,751"
경남,경남마산동부경찰서,"6,301"
경남,경남진주경찰서,"10,275"
경남,경남김해중부경찰서,"11,490"
경남,경남김해서부경찰서,"6,847"
경남,경남거제경찰서,"9,363"
경남,경남양산경찰서,"8,273"
경남,경남진해경찰서,"5,169"
경남,경남통영경찰서,"4,997"
경남,경남사천경찰서,"3,233"
경남,경남밀양경찰서,"2,878"
경남,경남거창경찰서,"1,388"
경남,경남합천경찰서,"1,109"
경남,경남창녕경찰서,"1,701"
경남,경남고성경찰서,"1,697"
경남,경남하동경찰서,948
경남,경남남해경찰서,907
경남,경남함양경찰서,973
경남,경남산청경찰서,754
경남,경남함안경찰서,"1,800"
경남,경남의령경찰서,579
제주,제주동부경찰서,"12,931"
제주,제주서부경찰서,"10,255"
제주,제주서귀포경찰서,"8,182"
