지방청,관서,발생건수(2016년)
경기남부,경기부천원미경찰서,"22,341"
경기남부,경기부천오정경찰서,"6,561"
경기남부,경기광명경찰서,"10,677"
경기남부,경기안산단원경찰서,"20,587"
경기남부,경기안산상록경찰서,"15,963"
경기남부,경기시흥경찰서,"23,517"
경기남부,경기평택경찰서,"25,169"
경기남부,경기화성동부경찰서,"17,324"
경기남부,경기화성서부경찰서,"14,645"
경기남부,경기용인동부경찰서,"16,764"
경기남부,경기용인서부경찰서,"8,464"
경기남부,경기광주경찰서,"11,511"
경기남부,경기김포경찰서,"11,412"
경기남부,경기과천경찰서,"2,144"
경기남부,경기의왕경찰서,"3,877"
경기남부,경기하남경찰서,"6,465"
경기남부,경기이천경찰서,"8,327"
경기남부,경기안성경찰서,"7,253"
경기남부,경기여주경찰서,"5,042"
경기남부,경기양평경찰서,"3,671"
경기북부,경기의정부경찰서,"14,893"
경기북부,경기고양경찰서,"13,123"
경기북부,경기일산동부경찰서,"17,910"
경기북부,경기일산서부경찰서,302
경기북부,경기남양주경찰서,"18,482"
경기북부,경기파주경찰서,"15,244"
경기북부,경기양주경찰서,"7,301"
경기북부,경기동두천경찰서,"3,542"
경기북부,경기구리경찰서,"8,021"
경기북부,경기포천경찰서,"7,195"
경기북부,경기가평경찰서,"3,416"
경기북부,경기연천경찰서,"1,325"
강원,강원춘천경찰서,"11,225"
강원,강원강릉경찰서,"7,419"
강원,강원원주경찰서,"14,933"
강원,강원동해경찰서,"3,407"
강원,강원태백경찰서,"1,528"
강원,강원속초경찰서,"4,828"
강원,강원삼척경찰서,"3,078"
강원,강원영월경찰서,"1,063"
강원,강원정선경찰서,"1,923"
강원,강원홍천경찰서,"2,758"
강원,강원평창경찰서,"1,475"
강원,강원횡성경찰서,"1,369"
강원,강원고성경찰서,985
강원,강원인제경찰서,869
강원,강원철원경찰서,972
강원,강원화천경찰서,517
강원,강원양구경찰서,465
충북,충북청주흥덕경찰서,"12,313"
충북,충북청주상당경찰서,"8,425"
충북,충북청주청원경찰서,"8,912"
충북,충북충주경찰서,"8,322"
충북,충북제천경찰서,"4,382"
충북,충북영동경찰서,"1,100"
충북,충북괴산경찰서,"2,075"
충북,충북단양경찰서,729
충북,충북보은경찰서,872
충북,충북옥천경찰서,"1,395"
충북,충북음성경찰서,"4,930"
충북,충북진천경찰서,"2,724"
충남,충남천안서북경찰서,"14,938"
충남,충남천안동남경찰서,"9,054"
충남,충남서산경찰서,"7,323"
충남,충남논산경찰서,"4,208"
충남,충남아산경찰서,"8,600"
충남,충남공주경찰서,"3,250"
충남,충남보령경찰서,"3,704"
충남,충남당진경찰서,"5,516"
충남,충남세종경찰서,"4,681"
충남,충남홍성경찰서,"2,980"
충남,충남예산경찰서,"2,500"
충남,충남부여경찰서,"1,629"
충남,충남서천경찰서,"1,712"
충남,충남금산경찰서,"1,298"
충남,충남청양경찰서,679
전북,전북전주완산경찰서,"9,948"
전북,전북전주덕진경찰서,"9,072"
전북,전북군산경찰서,"9,480"
전북,전북익산경찰서,"9,752"
전북,전북정읍경찰서,"3,100"
전북,전북남원경찰서,"2,291"
전북,전북김제경찰서,"2,583"
전북,전북완주경찰서,"1,988"
전북,전북고창경찰서,"1,377"
전북,전북부안경찰서,"1,389"
전북,전북임실경찰서,519
전북,전북순창경찰서,502
전북,전북진안경찰서,386
전북,전북장수경찰서,447
전북,전북무주경찰서,541
전남,전남목포경찰서,"11,693"
전남,전남여수경찰서,"10,732"
전남,전남순천경찰서,"10,166"
전남,전남나주경찰서,"3,162"
전남,전남광양경찰서,"4,876"
전남,전남고흥경찰서,"1,639"
전남,전남해남경찰서,"2,084"
전남,전남무안경찰서,"2,176"
전남,전남장흥경찰서,"1,400"
전남,전남보성경찰서,"1,055"
전남,전남영광경찰서,"1,621"
전남,전남화순경찰서,"1,458"
전남,전남함평경찰서,807
전남,전남영암경찰서,"2,422"
전남,전남장성경찰서,"1,293"
전남,전남강진경찰서,"1,048"
전남,전남담양경찰서,"1,305"
전남,전남곡성경찰서,659
전남,전남완도경찰서,"1,371"
전남,전남진도경찰서,986
전남,전남구례경찰서,841
경북,경북경주경찰서,"9,086"
경북,경북포항북부경찰서,"9,019"
경북,경북포항남부경찰서,"8,398"
경북,경북구미경찰서,"18,026"
경북,경북경산경찰서,"8,056"
경북,경북안동경찰서,"5,681"
경북,경북김천경찰서,"4,261"
경북,경북영주경찰서,"3,132"
경북,경북영천경찰서,"3,039"
경북,경북상주경찰서,"2,528"
경북,경북문경경찰서,"2,061"
경북,경북칠곡경찰서,"4,496"
경북,경북의성경찰서,"1,082"
경북,경북청도경찰서,"1,039"
경북,경북영덕경찰서,"1,371"
경북,경북울진경찰서,"1,236"
경북,경북봉화경찰서,628
경북,경북예천경찰서,797
경북,경북성주경찰서,"1,351"
경북,경북청송경찰서,694
경북,경북영양경찰서,333
경북,경북군위경찰서,605
경북,경북고령경찰서,949
경북,경북울릉경찰서,191
경남,경남창원중부경찰서,"8,610"
경남,경남창원서부경찰서,"7,002"
경남,경남마산중부경찰서,"5,789"
경남,경남마산동부경찰서,"7,629"
경남,경남진주경찰서,"11,182"
경남,경남김해중부경찰서,"12,132"
경남,경남김해서부경찰서,"7,476"
경남,경남거제경찰서,"11,551"
경남,경남양산경찰서,"10,102"
경남,경남진해경찰서,"6,294"
경남,경남통영경찰서,"5,715"
경남,경남사천경찰서,"4,037"
경남,경남밀양경찰서,"3,350"
경남,경남거창경찰서,"1,762"
경남,경남합천경찰서,"1,209"
경남,경남창녕경찰서,"1,781"
경남,경남고성경찰서,"1,941"
경남,경남하동경찰서,"1,298"
경남,경남남해경찰서,"1,102"
경남,경남함양경찰서,"1,076"
경남,경남산청경찰서,836
경남,경남함안경찰서,"1,887"
경남,경남의령경찰서,649
제주,제주동부경찰서,"14,398"
제주,제주서부경찰서,"11,646"
제주,제주서귀포경찰서,"8,959"
